:START_ID(Keyword),:END_ID(Keyword),:TYPE
肠道微生物的功能,肠道微生物功能,ALIAS_OF
概率密度演化法,概率密度演化,ALIAS_OF
马尔科夫决策过程,马尔可夫决策过程,ALIAS_OF
社会保障制度,社会保障体系,ALIAS_OF
结构可靠性,结构可靠度,ALIAS_OF
电催化氧还原,氧还原催化,ALIAS_OF
猪口蹄疫病毒,口蹄疫病毒,ALIAS_OF
thermoplastic polyurethane,Thermoplastic polyurethane,ALIAS_OF
心血管病,心血管疾病,ALIAS_OF
肿瘤精准医学,精准肿瘤学,ALIAS_OF
小多项式乘法,多项式乘法,ALIAS_OF
藻菌共生系统,藻菌共生体系,ALIAS_OF
金属有机框架材料,金属-有机框架,ALIAS_OF
体质健康测试,体质健康测评,ALIAS_OF
全球价值链攀升,全球价值链上游攀升,ALIAS_OF
caputo分数阶导数,Caputo分数阶导数,ALIAS_OF
光电突触,光电子突触,ALIAS_OF
photostability,Photostability,ALIAS_OF
供应链协调,供应链协同,ALIAS_OF
呼吸疾病,呼吸道疾病,ALIAS_OF
DeepLabv3+,DeepLabV3+,ALIAS_OF
YOLOV7-tiny,YOLOv7-Tiny,ALIAS_OF
运动干预,运动健康干预,ALIAS_OF
Nrf2/ARE信号通路,Nrf2-ARE信号通路,ALIAS_OF
超分子手性组装体,手性超分子组装,ALIAS_OF
成分分析,主成分分析,ALIAS_OF
非靶向代谢组学分析,非靶向代谢组学,ALIAS_OF
机器人辅助手术,机器人手术,ALIAS_OF
聚(4-羟基丁酸酯)(P4HB),聚(4-羟基丁酸酯),ALIAS_OF
先天性免疫系统,先天免疫,ALIAS_OF
蛋白抗原,抗原蛋白,ALIAS_OF
10-phenanthrolines,10-Phenanthroline,ALIAS_OF
钠-葡萄糖耦联转运体2抑制剂,钠-葡萄糖共转运蛋白2抑制剂,ALIAS_OF
几何构造,几何构型,ALIAS_OF
中药方剂,中医药方剂,ALIAS_OF
模型的可解释性,模型可解释性,ALIAS_OF
收敛性分析,收敛分析,ALIAS_OF
老年群体,老年人群,ALIAS_OF
c-Myc,C-MYC,ALIAS_OF
数学核心素养,数学学科核心素养,ALIAS_OF
病原生物,病原微生物,ALIAS_OF
抗菌纺织材料,抗菌纺织品,ALIAS_OF
mechanochemistry,Mechanochemistry,ALIAS_OF
supramolecular structures,Supramolecular structure,ALIAS_OF
禽4型腺病毒,禽腺病毒4型,ALIAS_OF
生物学特性,生物学特征,ALIAS_OF
副干酪乳酪杆菌,副干酪乳杆菌,ALIAS_OF
课程实验,实践课程,ALIAS_OF
小菌落变异体,小菌落突变体,ALIAS_OF
成纤维细胞激活蛋白α,成纤维细胞活化蛋白α,ALIAS_OF
病毒的分离鉴定,病毒分离鉴定,ALIAS_OF
p型掺杂,P型掺杂,ALIAS_OF
TaqMan荧光定量RT-PCR,TaqMan实时荧光定量PCR,ALIAS_OF
药品监管,药品监督管理,ALIAS_OF
二维催化材料,二维催化剂,ALIAS_OF
绿色农产品供应链,农产品绿色供应链,ALIAS_OF
中小学生卫生保健服务,中小学卫生保健服务,ALIAS_OF
Cyclodextrins,Cyclodextrin,ALIAS_OF
砷化镓赝配高电子迁移率晶体管,砷化镓赝晶高电子迁移率晶体管,ALIAS_OF
案例教学法,案例教学,ALIAS_OF
supramolecular structure,Supramolecular structure,ALIAS_OF
多用户量子通信,多用户量子信道,ALIAS_OF
自组装单分子膜（SAM）,自组装单分子膜(SAMs),ALIAS_OF
学龄前儿童,学前儿童,ALIAS_OF
神经网络搜索,神经架构搜索,ALIAS_OF
冠状动脉CT血管造影,冠状动脉CT血管成像,ALIAS_OF
7-碘-8-羟基喹啉-5-磺酸(Ferron),7-碘-8-羟基喹啉-5-磺酸,ALIAS_OF
家庭坚韧性,家庭韧性,ALIAS_OF
行星与卫星,普通: 行星与卫星:普通,ALIAS_OF
免疫疗法,免疫治疗,ALIAS_OF
环境工程学,环境工程,ALIAS_OF
着陆点选址,着陆点选取,ALIAS_OF
原子催化剂,单原子催化剂,ALIAS_OF
Fluorescence probe,Fluorescent probe,ALIAS_OF
分子机理,分子机制,ALIAS_OF
抗生素耐药,抗微生物药物耐药性,ALIAS_OF
“数字鸿沟”,数字鸿沟,ALIAS_OF
结构DNA纳米技术,DNA纳米结构,ALIAS_OF
全球价值链分工位置,全球价值链分工地位,ALIAS_OF
Hamilton系统,Hamiltonian系统,ALIAS_OF
模态融合,多模态融合,ALIAS_OF
老年病,老年疾病,ALIAS_OF
精准化健身指导方案,个性化精准健身指导方案,ALIAS_OF
特征点提取,特征提取,ALIAS_OF
数字技术创新能力,数字创新能力,ALIAS_OF
非药物性干预,非药物干预,ALIAS_OF
布鲁氏菌活疫苗A19株,布鲁氏菌A19疫苗株,ALIAS_OF
“钻石模型”,钻石模型,ALIAS_OF
1/G)-展开法,(1/G)-展开法,ALIAS_OF
超声检测,超声检查,ALIAS_OF
乙型肝炎,乙型病毒性肝炎,ALIAS_OF
糖尿病黄斑水肿,糖尿病性黄斑水肿,ALIAS_OF
计算流体动力学,计算流体力学,ALIAS_OF
炎症标志物,炎性标志物,ALIAS_OF
It?'s公式,It(?)'s公式,ALIAS_OF
转化生长因子β1,转化生长因子-β1,ALIAS_OF
密度泛函数,密度泛函,ALIAS_OF
信息搜索行为,信息搜寻行为,ALIAS_OF
TaqMan荧光定量PCR,TaqMan实时荧光定量PCR,ALIAS_OF
liquid crystals,Liquid Crystals,ALIAS_OF
免疫分期,免疫分型,ALIAS_OF
财政补贴政策,补贴政策,ALIAS_OF
分数阶微积分学,分数阶微积分,ALIAS_OF
胱氨酸/谷氨酸反转运体,胱氨酸/谷氨酸反向转运体,ALIAS_OF
农作物结构,农作物种植结构,ALIAS_OF
可溶表达,可溶性表达,ALIAS_OF
经导管主动脉瓣置入术,经导管主动脉瓣置换术,ALIAS_OF
结肠炎相关结直肠癌,炎症相关结直肠癌,ALIAS_OF
Mediapipe,MediaPipe,ALIAS_OF
water purification,Water purification,ALIAS_OF
洪涝灾害,暴雨洪涝,ALIAS_OF
蜂窝夹层结构板,蜂窝夹层板,ALIAS_OF
中子探测器,中子探测,ALIAS_OF
牛病毒行腹泻病毒,牛病毒性腹泻病毒,ALIAS_OF
机遇及挑战,挑战和机遇,ALIAS_OF
情景认知,情境认知,ALIAS_OF
复方中草药,中药复方,ALIAS_OF
diabetes,Diabetes,ALIAS_OF
β淀粉样蛋白,β-淀粉样蛋白,ALIAS_OF
免疫规划信息系统,免疫规划信息管理系统,ALIAS_OF
尿毒症皮肤瘙痒症,尿毒症皮肤瘙痒,ALIAS_OF
节能降碳,节能减排,ALIAS_OF
carbon nitride,Carbon Nitride,ALIAS_OF
腐蚀防护,腐蚀与防护,ALIAS_OF
牙周组织再生,牙周再生,ALIAS_OF
P-Laplacian算子,p-Laplacian算子,ALIAS_OF
全科医学科,全科医学,ALIAS_OF
种植收入,种植业收入,ALIAS_OF
稻瘟菌,稻瘟病,ALIAS_OF
质量检验,品质检测,ALIAS_OF
核心指标集,核心指标,ALIAS_OF
可再生能源技术,可再生能源,ALIAS_OF
农作物种植业,农作物种业,ALIAS_OF
1/G展开法,(1/G)-展开法,ALIAS_OF
带状疱疹后遗神经痛,带状疱疹后神经痛,ALIAS_OF
心肌损害,心肌损伤,ALIAS_OF
小麦种植,小麦栽培,ALIAS_OF
随机对照实验,随机对照试验,ALIAS_OF
超分辨图像,图像超分辨率,ALIAS_OF
电催化CO2还原反应,电催化CO2还原,ALIAS_OF
汉语自然语言处理,中文自然语言处理,ALIAS_OF
层级分析,层次分析,ALIAS_OF
磷酸化蛋白质组,磷酸化蛋白质组学,ALIAS_OF
狂犬病病毒,狂犬病毒,ALIAS_OF
生物活性评估,生物活性评价,ALIAS_OF
蛋白降解靶向纳米嵌合体,蛋白降解靶向嵌合体,ALIAS_OF
心肌重构,心肌重塑,ALIAS_OF
word2vec,Word2Vec,ALIAS_OF
顽固性高血压,难治性高血压,ALIAS_OF
家庭坚韧力,家庭韧性,ALIAS_OF
血清4型禽腺病毒,禽腺病毒血清4型,ALIAS_OF
分布量子计算,分布式量子计算,ALIAS_OF
案例式教学,案例教学,ALIAS_OF
健康管理服务,健康服务与管理,ALIAS_OF
幼托机构儿童,幼托儿童,ALIAS_OF
量子密钥分布,量子密钥分发,ALIAS_OF
Protein complexes,Protein Complexes,ALIAS_OF
肾虚血瘀证,肾虚血瘀,ALIAS_OF
双行星搅拌机,双行星搅拌器,ALIAS_OF
间质性肺病,间质性肺疾病,ALIAS_OF
Metal complexes,Metal complex,ALIAS_OF
PI3K/Akt/mTOR信号通路,PI3K/AKT/mTOR信号通路,ALIAS_OF
胃癌根治,胃癌根治术,ALIAS_OF
Fmoc,FMOC,ALIAS_OF
抗菌药物耐药性,抗微生物药物耐药性,ALIAS_OF
spiropyran,Spiropyran,ALIAS_OF
车辆-轨道耦合系统,车辆-轨道耦合动力学,ALIAS_OF
推理计算,推理算法,ALIAS_OF
肠道病毒71型疫苗,肠道病毒71型灭活疫苗,ALIAS_OF
有机磷类农药,有机磷农药,ALIAS_OF
磁驱动,电磁驱动,ALIAS_OF
柯伊伯带天体,个别:妊神星: 柯伊伯带天体:个别:妊神星,ALIAS_OF
核因子E2相关因子2（Nrf2）,核因子E2相关因子2,ALIAS_OF
抗生素耐药性,抗微生物药物耐药性,ALIAS_OF
表面/界面,表/界面,ALIAS_OF
高光谱成像,高光谱图像,ALIAS_OF
SiP,SIP,ALIAS_OF
脑缺血/再灌注,脑缺血-再灌注,ALIAS_OF
d,D,ALIAS_OF
Fermat型函数方程,Fermat方程,ALIAS_OF
腔内倍频,内腔倍频,ALIAS_OF
肝细胞肝癌,肝细胞癌,ALIAS_OF
钙钛矿太阳电池,钙钛矿太阳能电池,ALIAS_OF
情报监视,情报监控,ALIAS_OF
移动应用程序,移动应用,ALIAS_OF
中医药现代化,中医现代化,ALIAS_OF
降糖药物,降糖药,ALIAS_OF
阴道微生物组学,阴道微生物群,ALIAS_OF
空间转录组学,空间转录组,ALIAS_OF
木星系探测,木星探测,ALIAS_OF
慢性阻塞性肺炎,慢性阻塞性肺疾病,ALIAS_OF
7ps营销理论,7Ps营销理论,ALIAS_OF
智能化分级,智能分级,ALIAS_OF
化疗相关恶心呕吐,化疗所致恶心呕吐,ALIAS_OF
现场可编程阵列,现场可编程门阵列,ALIAS_OF
中药注射液,中药注射剂,ALIAS_OF
药物治疗靶点,药物靶点,ALIAS_OF
自主热控,智能自主热控,ALIAS_OF
岩石裂隙,岩体裂隙,ALIAS_OF
振动信号监测,振动监测,ALIAS_OF
局域等离子体共振,局域表面等离子体共振,ALIAS_OF
双核铜配合物,双核铜(II)配合物,ALIAS_OF
《人工智能,时代的机遇和挑战》: 《人工智能:时代的机遇和挑战》,ALIAS_OF
建立和应用,建立与应用,ALIAS_OF
老旧小区改造,城镇老旧小区改造,ALIAS_OF
White light emission,white light emission,ALIAS_OF
伪造人脸检测,人脸伪造检测,ALIAS_OF
全概率分解技术,全概率分解,ALIAS_OF
Self-assembling cyclic peptide nanotubes (SCPNs),Self-assembled cyclic peptide nanotubes,ALIAS_OF
酶学特性,酶学性质,ALIAS_OF
虚假新闻检测,假新闻检测,ALIAS_OF
Alphapose,AlphaPose,ALIAS_OF
猪圆环病毒2型(PCV2),猪圆环病毒2型,ALIAS_OF
决策树-马尔科夫模型,决策树-马尔可夫模型,ALIAS_OF
芯片研发,芯片开发,ALIAS_OF
吡啶吡咯,吡咯并吡啶,ALIAS_OF
美国国家科学基金,美国国家科学基金会,ALIAS_OF
心脏病,心脏疾病,ALIAS_OF
热辅助光催化,光热辅助光催化,ALIAS_OF
支持向量回归机,回归型支持向量机,ALIAS_OF
过渡金属基催化剂,过渡金属催化剂,ALIAS_OF
血管重建,血管重塑,ALIAS_OF
纳米阵列,纳米片阵列,ALIAS_OF
模拟失重模型,失重模拟,ALIAS_OF
人机共融,人机互融,ALIAS_OF
集成电路制造工业,集成电路制造,ALIAS_OF
多功能复合材料,功能复合材料,ALIAS_OF
数据联动,大数据联动,ALIAS_OF
银杏叶片,银杏叶,ALIAS_OF
胶黏剂,胶粘剂,ALIAS_OF
主客体互倚模型,主-客体互倚模型,ALIAS_OF
脂质代谢紊乱,脂代谢紊乱,ALIAS_OF
耕种制度,耕作制度,ALIAS_OF
超级保守元件,超保守元件,ALIAS_OF
assembly,Assembly,ALIAS_OF
Π-π stacking,π-π stacking,ALIAS_OF
电压效应,压电效应,ALIAS_OF
医疗照护服务,医疗照护,ALIAS_OF
三氟甲烷亚磺酸钠,三氟甲基亚磺酸钠,ALIAS_OF
图像分析处理,图像处理,ALIAS_OF
flame retardancy,Flame retardancy,ALIAS_OF
耐腐蚀性能,抗腐蚀性,ALIAS_OF
MEMS陀螺仪,MEMS陀螺,ALIAS_OF
衣壳蛋白,核壳蛋白,ALIAS_OF
自然语言处理技术,自然语言处理,ALIAS_OF
航天光学遥感器,航天光学遥感,ALIAS_OF
肌少症性肥胖,少肌性肥胖,ALIAS_OF
风机叶片,风力机叶片,ALIAS_OF
深地深海探测,深海探测,ALIAS_OF
复方中药,中药复方,ALIAS_OF
国际海上避碰规则,《国际海上避碰规则》,ALIAS_OF
NOx,NOX,ALIAS_OF
密度泛函(DFT),密度泛函理论(DFT),ALIAS_OF
农作物秸秆,作物秸秆,ALIAS_OF
毒性实验,毒性试验,ALIAS_OF
Ulam-Hyers稳定性,Hyers-Ulam稳定性,ALIAS_OF
空间永磁同步电机,永磁同步电机,ALIAS_OF
生物信息科学,生物信息学,ALIAS_OF
JoinPoint回归模型,Joinpoint回归模型,ALIAS_OF
k-out-of-m+n,G系统: k-out-of-m+n:G系统,ALIAS_OF
炭疽芽孢杆菌,炭疽杆菌,ALIAS_OF
Copper(II) complexes,Copper(II) complex,ALIAS_OF
红细胞分布宽度与白蛋白比值,红细胞分布宽度-白蛋白比值,ALIAS_OF
Khasminskii型条件,Khasminskii条件,ALIAS_OF
炎性肠病,炎症性肠病,ALIAS_OF
可离子化脂质,可电离脂质,ALIAS_OF
宏基因组学测序,宏基因组测序,ALIAS_OF
解的存在唯一性定理,解的存在性与唯一性,ALIAS_OF
K-means++,K-Means++,ALIAS_OF
农牧业,农业,ALIAS_OF
动态Monte Carlo模拟,Monte Carlo模拟,ALIAS_OF
化学合成制药,化学原料药,ALIAS_OF
中性粒细胞和淋巴细胞比值,中性粒细胞与淋巴细胞比值,ALIAS_OF
液氧甲烷火箭发动机,液氧甲烷发动机,ALIAS_OF
轮状病毒A,A组轮状病毒,ALIAS_OF
化学合成药废水,化学制药废水,ALIAS_OF
nonlinear optics,Nonlinear optics,ALIAS_OF
肝郁脾虚证,肝郁脾虚,ALIAS_OF
四价灭活流感病毒裂解疫苗,四价流感病毒裂解疫苗,ALIAS_OF
成灾面积,受灾面积,ALIAS_OF
内皮/内皮祖细胞,内皮祖细胞,ALIAS_OF
supramolecular interactions,Supramolecular interactions,ALIAS_OF
金属-有机框架材料,金属-有机框架,ALIAS_OF
fluorescence sensing,Fluorescence sensing,ALIAS_OF
气候变迁,气候变化,ALIAS_OF
肺炎支原体肺炎,支原体肺炎,ALIAS_OF
organic electronics,Organic electronics,ALIAS_OF
self-healing,Self-healing,ALIAS_OF
因果推论,因果推断,ALIAS_OF
PSM—DID,PSM-DID,ALIAS_OF
YOLOv5S,YOLOv5s,ALIAS_OF
影像诊断学,影像学诊断,ALIAS_OF
市场型差异化竞争战略,差异化战略,ALIAS_OF
nanostructures,Nanostructure,ALIAS_OF
protein-protein interactions,Protein-protein interaction,ALIAS_OF
土壤水分含量,土壤含水量,ALIAS_OF
补脾益肾法,补益脾肾法,ALIAS_OF
胃肠间质瘤,胃肠道间质瘤,ALIAS_OF
版权风险,侵权风险,ALIAS_OF
enzymes,Enzymes,ALIAS_OF
铂基催化剂,铂催化剂,ALIAS_OF
针刺疗法,针刺治疗,ALIAS_OF
教育人工智能发展,人工智能教育发展,ALIAS_OF
非标准有限差分方法,非标准有限差分,ALIAS_OF
高效液相尺寸排阻色谱,体积排阻高效液相色谱,ALIAS_OF
supramolecular assembly,Supramolecular assembly,ALIAS_OF
农作物生产,农业生产,ALIAS_OF
缺氧性肺动脉高压,低氧性肺动脉高压,ALIAS_OF
知识生产模式,知识生产方式,ALIAS_OF
Amphiphiles,Amphiphile,ALIAS_OF
上皮向间充质转化,上皮-间充质转化,ALIAS_OF
dynamic assembly/disassembly,Dynamic Assembly/Disassembly,ALIAS_OF
Light-Harvesting systems,Light-harvesting system,ALIAS_OF
乙肝表面抗原,乙型肝炎病毒表面抗原,ALIAS_OF
host–guest interaction,Host-Guest interaction,ALIAS_OF
拓扑法,拓扑学,ALIAS_OF
混合优化算法,混合优化方法,ALIAS_OF
正2π-周期解,2π-周期解,ALIAS_OF
伦理规约,伦理规范,ALIAS_OF
道路交通安全,交通安全,ALIAS_OF
嗅觉障碍,嗅觉功能障碍,ALIAS_OF
方法,数据处理: 方法:数据处理,ALIAS_OF
YOLOv3-tiny,YOLOv3-Tiny,ALIAS_OF
综合型医院,综合医院,ALIAS_OF
重返工作,重返工作岗位,ALIAS_OF
长短时记忆网络(LSTM),长短期记忆网络(LSTM),ALIAS_OF
年龄相关性黄斑病变,年龄相关性黄斑变性,ALIAS_OF
Hopkinson压杆,Hopkinson 压杆,ALIAS_OF
生鲜电商供应链,生鲜供应链,ALIAS_OF
中草药治疗,中医治疗,ALIAS_OF
骨科疾病,骨疾病,ALIAS_OF
鸭疫里默氏菌,鸭疫里默氏杆菌,ALIAS_OF
小儿肺炎支原体肺炎,小儿支原体肺炎,ALIAS_OF
心血管事件,心脑血管事件,ALIAS_OF
情境化教学,情境教学,ALIAS_OF
结构设计制造,结构设计与制备,ALIAS_OF
风电机组行星齿轮箱,风力机行星齿轮箱,ALIAS_OF
蛋白质相互作用,蛋白-蛋白相互作用,ALIAS_OF
托幼儿童,幼托儿童,ALIAS_OF
齿轮传动系统,齿轮传动机构,ALIAS_OF
枯草芽胞杆菌,枯草芽孢杆菌,ALIAS_OF
农作物改良,作物改良,ALIAS_OF
慢性病防治,慢性病防控,ALIAS_OF
U-net网络,U-Net,ALIAS_OF
非靶向代谢组,非靶向代谢组学,ALIAS_OF
albumin,Albumin,ALIAS_OF
多模态影像融合,多模态图像融合,ALIAS_OF
抗高血压药物,抗高血压药,ALIAS_OF
M2巨噬细胞,M2型巨噬细胞,ALIAS_OF
Protein–protein interactions,Protein-protein interaction,ALIAS_OF
民俗旅游,民俗文化旅游,ALIAS_OF
自我驱动实验室,自驱动实验室,ALIAS_OF
生物学基础,生物基础,ALIAS_OF
混合研究方法,混合方法研究,ALIAS_OF
消化道系统癌症,消化道癌症,ALIAS_OF
Hydrogen bonding,hydrogen bonding,ALIAS_OF
化学合成类原料药,化学原料药,ALIAS_OF
风湿免疫病,风湿免疫疾病,ALIAS_OF
呼吸道传染性疾病,呼吸道传染病,ALIAS_OF
主要心血管不良事件,主要不良心血管事件,ALIAS_OF
肺炎链球菌结合疫苗,肺炎球菌疫苗,ALIAS_OF
熵的不确定关系,熵不确定度关系,ALIAS_OF
轻量级算法,算法轻量化,ALIAS_OF
冷链物流服务,冷链服务,ALIAS_OF
H5N1型流感病毒,H5N1亚型禽流感病毒,ALIAS_OF
社交网络机器人,社交机器人,ALIAS_OF
Chiral recognition,Chiral Recognition,ALIAS_OF
集成电路制造产业,集成电路制造,ALIAS_OF
慢性呼吸疾病,慢性下呼吸道疾病,ALIAS_OF
教学仿真,仿真实验教学,ALIAS_OF
麻疹风疹联合减毒活疫苗,麻疹-风疹联合减毒活疫苗,ALIAS_OF
solar cells,Solar Cells,ALIAS_OF
supramolecular chirality,Supramolecular Chirality,ALIAS_OF
脑部疾病,脑疾病,ALIAS_OF
中性粒细胞与淋巴细胞比率,中性粒细胞与淋巴细胞比值,ALIAS_OF
multicomponent crystals,Multicomponent Crystals,ALIAS_OF
时域有限差分法,时域有限差分方法,ALIAS_OF
energy transfer,Energy transfer,ALIAS_OF
铁基氧化物,铁氧化物,ALIAS_OF
结核分枝杆菌(Mtb),结核分枝杆菌(MTB),ALIAS_OF
营养科学,营养学,ALIAS_OF
癌症病人,癌症患者,ALIAS_OF
齿圈柔性体,内齿圈柔性,ALIAS_OF
降血糖药,降糖药,ALIAS_OF
选择性C-H键活化,C-H键活化,ALIAS_OF
癌症认知障碍,癌症相关认知障碍,ALIAS_OF
光学相干断层扫描成像,光学相干断层成像,ALIAS_OF
Swin-Transformer,Swin Transformer,ALIAS_OF
大气颗粒物污染,大气污染,ALIAS_OF
脉冲状态反馈控制,状态脉冲反馈控制,ALIAS_OF
耐热性状,耐热性,ALIAS_OF
宏基因测序,宏基因组测序,ALIAS_OF
MDCKs细胞,MDCK细胞,ALIAS_OF
高分子有机材料,有机高分子材料,ALIAS_OF
细胞免疫治疗,免疫细胞治疗,ALIAS_OF
基因组比较,比较基因组学,ALIAS_OF
碳限额交易机制,碳交易机制,ALIAS_OF
旋压成形,旋压成型,ALIAS_OF
Cucurbit[7]uril,cucurbit[7]uril,ALIAS_OF
光学特性,光学性质,ALIAS_OF
蛋白质-蛋白质相互作用网络,蛋白-蛋白相互作用网络,ALIAS_OF
量子隐形传送,量子隐形传态,ALIAS_OF
微信公众平台,微信公众号,ALIAS_OF
厌氧氨氧化菌,厌氧氨氧化细菌,ALIAS_OF
电催化氧还原反应,氧还原催化,ALIAS_OF
有机合成化学实验,有机化学合成实验,ALIAS_OF
双联行星轮系,双联行星轮,ALIAS_OF
Three-Dimensionality,three-dimensional,ALIAS_OF
二硫化合物,二硫化物,ALIAS_OF
科研成果,研究成果,ALIAS_OF
互补金属-氧化物-半导体,互补金属氧化物半导体,ALIAS_OF
二阶时滞微分方程,二阶时滞常微分方程,ALIAS_OF
inclusion complex,Inclusion complex,ALIAS_OF
人类心脑血管疾病,人体心脑血管疾病,ALIAS_OF
python语言,Python语言,ALIAS_OF
国家自然科学基金委,国家自然科学基金委员会,ALIAS_OF
logistic回归分析,Logistic回归,ALIAS_OF
技术—经济范式特征,技术—经济范式,ALIAS_OF
阻塞性肺疾病,慢性阻塞性肺疾病,ALIAS_OF
马链球菌兽疫亚种(SEZ),马链球菌兽疫亚种,ALIAS_OF
集成电路类专业,集成电路专业,ALIAS_OF
CO2电还原,CO2还原,ALIAS_OF
严重急性呼吸综合征冠状病毒2(SARS-CoV-2),严重急性呼吸系统综合征冠状病毒2型(SARS-CoV-2),ALIAS_OF
动态性能仿真,动态仿真,ALIAS_OF
差异化竞争战略,差异化战略,ALIAS_OF
扫描电化学显微镜方法,扫描电化学显微镜,ALIAS_OF
阴道微生物,阴道微生物群,ALIAS_OF
CD8+T细胞,CD8+ T细胞,ALIAS_OF
土壤-农作物系统,土壤-作物系统,ALIAS_OF
催化裂化油浆,催化油浆,ALIAS_OF
音乐人工智能,人工智能音乐,ALIAS_OF
军用人工智能,军事人工智能,ALIAS_OF
非结构环境,非结构化环境,ALIAS_OF
认知行为疗法,认知行为治疗,ALIAS_OF
农作物土壤,农业土壤,ALIAS_OF
dendrimer,Dendrimer,ALIAS_OF
谷类农作物,谷类作物,ALIAS_OF
动态窗口法,动态窗口方法,ALIAS_OF
心肌缺血-再灌注损伤,心肌缺血再灌注损伤,ALIAS_OF
患者来源的异种移植模型,患者来源异种移植模型,ALIAS_OF
胰岛素生长因子受体,胰岛素样生长因子1受体,ALIAS_OF
药敏实验,体外药敏试验,ALIAS_OF
IPC分类号,IPC分类,ALIAS_OF
射频集成电路设计,射频集成电路,ALIAS_OF
地面实测,地面试验,ALIAS_OF
导航定位授时,定位导航授时,ALIAS_OF
自身免疫性,自身免疫性疾病,ALIAS_OF
Weak interactions,Weak interaction,ALIAS_OF
芽叶嫩芽识别,嫩芽识别,ALIAS_OF
数字化教育,教育数字化,ALIAS_OF
seq2seq,Seq2Seq,ALIAS_OF
12,i:-沙门氏菌: 12:i:-沙门氏菌,ALIAS_OF
数字化健康干预,数字健康干预,ALIAS_OF
锌-空电池,锌-空气电池,ALIAS_OF
3维集成电路,三维集成电路,ALIAS_OF
几乎必然指数稳定性,几乎必然指数稳定,ALIAS_OF
MTL代数,MTL-代数,ALIAS_OF
全细胞生物合成,全细胞生物催化合成,ALIAS_OF
重症医学科,重症医学,ALIAS_OF
Metal-organic frameworks,Metal-Organic Frameworks,ALIAS_OF
proteins and peptides,peptides and proteins,ALIAS_OF
蛋白合成,蛋白质合成,ALIAS_OF
关键核心技术,关键技术,ALIAS_OF
污染水体,水质污染,ALIAS_OF
心血管组织,心血管系统,ALIAS_OF
OT-I CD8+T细胞,CD8+ T细胞,ALIAS_OF
免疫机理,免疫机制,ALIAS_OF
structural biology,Structural biology,ALIAS_OF
单颗粒荧光光谱,单颗粒光谱,ALIAS_OF
Supramolecular Assembly,Supramolecular assembly,ALIAS_OF
酰胺衍生物,酰胺类衍生物,ALIAS_OF
溶血曼氏杆菌,溶血性曼氏杆菌,ALIAS_OF
水产病害,水产养殖病害,ALIAS_OF
磷循环基因,磷循环功能基因,ALIAS_OF
Deepfakes检测,DeepFake检测,ALIAS_OF
多肽药物偶联物,多肽-药物偶联物,ALIAS_OF
寄生虫病,寄生虫疾病,ALIAS_OF
吡唑并[3,1H-吡唑并[3,ALIAS_OF
Room-Temperature Ferroelectricity,Room temperature ferroelectricity,ALIAS_OF
Jetson nano,Jetson Nano,ALIAS_OF
慢加急性肝功能衰竭,慢加急性肝衰竭,ALIAS_OF
氧析出反应,析氧反应,ALIAS_OF
边界域,边界,ALIAS_OF
胃肠道菌群,肠道菌群,ALIAS_OF
蛋白表达纯化,蛋白表达与纯化,ALIAS_OF
气血两虚证,气血两虚型,ALIAS_OF
刀具磨破损,刀具磨损,ALIAS_OF
尼醇X受体,法尼醇X受体,ALIAS_OF
动态光散射法,动态光散射,ALIAS_OF
制造业中小企业,中小制造企业,ALIAS_OF
半导体器件原理,半导体器件物理,ALIAS_OF
线粒体途径凋亡,线粒体凋亡途径,ALIAS_OF
SolidWorks,SOLIDWORKS,ALIAS_OF
不确定性分析,不确定度分析,ALIAS_OF
卷积神经网络模型,卷积神经网络,ALIAS_OF
Self-Assembly,Self-assembly,ALIAS_OF
阻塞性睡眠呼吸暂停综合征,阻塞性睡眠呼吸暂停低通气综合征,ALIAS_OF
六自由度位姿估计,6自由度位姿估计,ALIAS_OF
n-Gorenstein弱投射余模,Gorenstein弱投射余模,ALIAS_OF
地形测量,地形测绘,ALIAS_OF
月球探测导航,月球导航,ALIAS_OF
光学部件制造,光学制造,ALIAS_OF
信息素质教育,信息素养教育,ALIAS_OF
核转录因子-κB,核因子-κB,ALIAS_OF
氧化还原,氧化-还原,ALIAS_OF
肾脏移植,肾移植,ALIAS_OF
多囊卵巢综合症,多囊卵巢综合征,ALIAS_OF
急性心肌梗死/ST段抬高,急性ST段抬高型心肌梗死,ALIAS_OF
Non-covalent interaction,Non-covalent interactions,ALIAS_OF
logit模型,Logit模型,ALIAS_OF
Oxygen reduction reaction,oxygen reduction reaction,ALIAS_OF
肌减少症,肌肉减少症,ALIAS_OF
量子信息系统,量子信息,ALIAS_OF
swin transformer,Swin Transformer,ALIAS_OF
（1/G′）-展开方法,(1/G)-展开法,ALIAS_OF
毛霉菌病,毛霉病,ALIAS_OF
perovskite,Perovskite,ALIAS_OF
PEDOT,PSS: PEDOT:PSS,ALIAS_OF
智能家电,智能家居,ALIAS_OF
超分子化学与物理,超分子化学,ALIAS_OF
对策和建议,对策与建议,ALIAS_OF
solid-state NMR,Solid State NMR,ALIAS_OF
计算机辅助诊断系统,计算机辅助诊断,ALIAS_OF
食品质量安全,食品安全,ALIAS_OF
cytotoxicity,Cytotoxicity,ALIAS_OF
集成电路工艺制程,集成电路工艺,ALIAS_OF
成本效果分析,成本-效果分析,ALIAS_OF
